SteamId,ProfileURL,ReviewText,Review,ReviewLength(Chars),PlayHours,DatePosted
skillzexe,https://steamcommunity.com/id/skillzexe/,Overrun by cheaters. Performance gets worse with each update. Netcode is questionable at best. Still lacks content we had in CS:GO.,Not Recommended,111,757.8 hrs on record,"Posted: July 6, 2024"
milkyela,https://steamcommunity.com/id/milkyela/,Cheater-Strike 2,Not Recommended,15,557.7 hrs on record,"Posted: June 7, 2024"
7.65612E+16,https://steamcommunity.com/profiles/76561199838279861/,"Unplayable for newcomers. 9 out of 10 games are Hacker vs Hacker Lobbies.
thx valve for not giving a f*ck about your game and preferring to add skins instead of actually working on it",Not Recommended,151,60.9 hrs on record,Posted: April 18
BARM1918,https://steamcommunity.com/id/BARM1918/,"Still missing so much content from CS:GO and the new engine is horribly optimized.

Should have been left alone",Not Recommended,94,191.1 hrs on record,"Posted: December 5, 2024"
breakcoreee,https://steamcommunity.com/id/breakcoreee/,"ive been playing cs since i was 8, this game gave me a lot of great memories and friends, im grateful for all of that, but these memories are being absorded by shadow of excessive amount of cheaters and i wish that this problem will atleast be reduced to valorants level
#fixcs2",Not Recommended,228,"1,356.3 hrs on record",Posted: February 10
Loot,https://steamcommunity.com/id/Loot/,"Alright, I've been playing CS since 1.6. I know CS:GO had a rough first year after release, but CS2 really is something else. As someone that used to do tournaments and events with a team as a former semi-pro back in the day, this game has steered so far to terrible that it's just not worth wasting time on until it's in a proper playable state. It's a shell of what once was one of the most optimised FPS's out there and many other current pro players and former pro players will tell you the same thing. If you have a ping above 20, forget about it. The glitches, the cheaters, the lack of network utilisation, the lack of support for content creators, the deceit etc.. There's just so much wrong with this game right now. This review may change later, but I'm dead sick of trying to enjoy it as it once was. Perhaps it's my fault for moving over to Starlink, perhaps I'm getting old, or perhaps the years beforehand were my imagination, but no, it's not the case because others have the exact same issues and it seems Valve has turned a blind eye to them.",Not Recommended,861,"2,680.1 hrs on record","Posted: November 3, 2024"
n0namecs,https://steamcommunity.com/id/n0namecs/,"So many problems with this game... The developer gives 0 ♥♥♥♥♥ about this community. My main issue is just the gameplay being terrible in comparison to go, a clear downgrade and even noobs can tell right away if you were to compare side by side. Movement, shooting, peekers advantage, ping difference is just crazy in comparison. It's just such an unfinished product and It's really upsetting they did this to my favorite game ever. Valve lets cheaters run rampant for the entirety of launch and has done nothing, even making it harder to report players and taking away overwatch. They make a public ladder for them and incentivize them even more than before. Ruin one of my favorite maps train, waited so long for it to come out only for them to completely rework it and make it feel like a whole different map.

I have no hope for this game. They have all the money in the world but give no ♥♥♥♥♥, don't have the talent to fix any of the issues, don't have the understanding of the game to address them as issues, no transparency with the players, the direction of the game has been downhill for years and it only gets worse with time. It feels like we've been playing a beta for almost 2 years and it's just a joke. This game deserves to die and I hope it does.",Not Recommended,1032,"16,221.8 hrs on record",Posted: March 20
Nik4711,https://steamcommunity.com/id/Nik4711/,"After nearly 8,000 hours in cs:go, I think it's only fair to commit to saying that I am thoroughly disappointed with CS2. The game has taken the gripping core concept of a counter-strike game, and built around it with the primary goal of building esports and cosmetic frameworks to generate revenue. There have been numerous requests for changes that should have been prioritized, with no exaggeration, since 2015. Anti-cheat and tickrate have been eschewed to spend time developing cosmetics and designing gameplay within the skins economy rather than engaging with the gameplay of the core game. And with all this extra revenue, you really can't afford 128 tick, even just for premier or paying premier players?

The disrespect the continued non-development of the game itself reflects upon the community and the spirit that keeps the game alive should long ago have fractioned the playerbase, but the way back has been walled off by removing csgo from steam (possibly one of the most dishonest, anti-consumer moves i've ever seen). There is nothing honest going on at valve when it comes to cs2, and nothing elevating this game beyond a general shooter other than the allowance from valve for us measly customers to still interact with the core mechanics of counter-strike. perhaps they'll slowly sculpt this game into something decent, but the philosophy and principles pushing the counter-strike project at valve have long since left the realm of mechanics and passion for greener* pastures.",Not Recommended,1256,"8,577.9 hrs on record","Posted: October 8, 2024"
HazardBG,https://steamcommunity.com/id/HazardBG/,"It's disappointing to see how this game is evolving. The lack of concern for cheaters in the servers is appalling—there are no effective anti-cheat measures in place, nothing at all. I wouldn’t recommend wasting your time on this; it’s essentially a playground for cheaters to compete over who has the best hacks. Even some so-called 'pro-players' are resorting to cheating. Honestly, there’s not much more to say—just save yourself the frustration and avoid this mess.",Not Recommended,395,"1,849.7 hrs on record",Posted: February 20
evathlon,https://steamcommunity.com/id/evathlon/,"The lack of effective Anti-Cheat forces veteran players that wish to take this game seriously to play on 3rd party clients, which divides the community massively. However unfortunately as it stands there are also cheat bypasses for popular 3rd party clients too such as FACEIT. It feels as if Valve cares more about the economy of the skin market than they do about the actual gameplay which is understandable looking at the annual turnover of cases. I'm not going to recommend this game untill they add PROPER ANTI-CHEAT.",Not Recommended,435,73.0 hrs on record,Posted: January 11
Its_BLACKBURN,https://steamcommunity.com/id/Its_BLACKBURN/,"Full of cheaters, Anti-Cheat doesn't work, Not Optimized, full of bugs,The mechanics are faulty and many more.... .
Bring Back CS:GO. It doesn't worth it to play.",Not Recommended,137,908.5 hrs on record,"Posted: November 27, 2024"
306232,https://steamcommunity.com/id/306232/,"They murdered csgo. Replaced its dark, tactical style with a bright soulless esports style. Overwatch is gone. Server browser sucks. One pathetic achievement.",Not Recommended,136,432.0 hrs on record,Posted: April 16
7.65612E+16,https://steamcommunity.com/profiles/76561198070883380/,They are literally turning this game into a cash grab nothing else,Not Recommended,55,"2,962.8 hrs on record","Posted: October 3, 2024"
Butterhugger,https://steamcommunity.com/id/Butterhugger/,Imagine it being over a year since the release of a game and there are still 3 maps from the OFFICIAL trailer for CS2 that aren't in it yet. This most recent update is a testament to this development team's utter incompetence.,Not Recommended,185,"4,074.9 hrs on record","Posted: October 3, 2024"
7.65612E+16,https://steamcommunity.com/profiles/76561199171771762/,"1 Year since release. Hardly any anti cheat improvements, removed gamemodes, removed live games, removed OverWatch system, no seasons as promised, and now we get the barebones BattlePass with no missions, no co-op missions, no new maps, no new game modes, no medal and less rolls for $3-4 more then your average CSGO Operation Pass. Yikes.",Not Recommended,284,516.0 hrs on record,"Posted: October 3, 2024"
Pheyzon,https://steamcommunity.com/id/Pheyzon/,"Never start playing this game! It's like a toxic relationship: spend money, get mad and aggressive, quit, and then come right back to repeat the cycle once again because you cling to that one or two happy memories you've had with the game.

Just buy Animal Crossing or Minecraft or something. That sh*t is actually good for your mental health.",Not Recommended,285,633.2 hrs on record,"Posted: November 9, 2024"
steamydogshit,https://steamcommunity.com/id/steamydogshit/,"It's completely filled to the brim with cheaters.

Update 1/21/25:
- Unskilled players are now using DMA (Direct Memory Access) PCI Cards to cheat
- Combined with a second PC - a DMA card slotted in PC A sends realtime memory to PC B which can then be read/analyzed/acted upon
- PC B can simply read the memory on PC A, and can send realtime undetectable ESP onto PC A when combined with a display fuser
- DMA Card when also combined with a M&K Controller (""KMBox""), PC B can send realtime inputs (Aimbot, Triggerbot, etc) to PC A
- DMA Card can be repeatedly flashed with new firmware making detection near impossible
- There is an entire black market for undetectable firmware
- Valve doing nothing about these DMA Cards on top of not even issuing a statement shows they simply do not care about the ""elite competitive experience""
- Valve will take action against legitimate players finding a loophole in the Armory Pass, and in a few hours - but will not take any concrete action against players abusing the entire game (hacking) and for years

- VAC is the worst anti-cheat in existence. Valve takes HWID of users however, they will not ban based on HWID. They only ban by account so the hacker can just make a new one and do it all over again.
- Valve is making a huge profit off NOT banning hackers. When a hacker gets their account banned, they just get another one and purchase prime ($15). Valve clearly sees this as a revenue source and will never actually take any real action against cheaters.
- There is a secondary market for leveling fresh accounts to premiere and selling them, people use inexpensive hacks to level accounts and then re-sell them for more
- People are running automated AI-based bots that can dupe weapons and automatically cheat same as in TF2
- Premiere game mode is completely off balance. Once you reach 10k+ ELO your matches will only net you ~50-100 ELO and you will lose between ~300-1000 every game. Complete timesink.
- Valve's ""subtick"" is garbage. The game will always have peeker's advantage - if you have a high ping around around 50ms-100ms you will always have that much more time to see someone on your screen before they will see you
- Public ""find a group"" feature is filled with Russians posing as ""professional"" players who invite you to lobbies, try to get you into a discord channel and then socially engineer you to ""signup for their team"" which is a steam account phishing page.

Game is still fun and a classic - but is clearly still in an alpha development stage. Valve trying to claim or boast that CS2 is a ""competitive"" shooter is completely invalid. Any ""competitive"" teams are phony. Faceit, ESEA and competitive game modes all filled with blatant cheaters. You could dump years of time into this game trying to ""git gud"" but you will never beat the script kiddies let alone be able to keep up with the constant updates to the game mechanics.

I highly encourage everyone to play this game on competitive/premiere mode and treat it as if completely casual, because it is.",Not Recommended,2513,"2,207.5 hrs on record","Posted: July 18, 2024"
iimao,https://steamcommunity.com/id/iimao/,"Counter-Strike 2: A Masterclass in Downgrades

Ah, Counter-Strike 2. The long-awaited, heavily hyped, Source 2-powered evolution of the greatest tactical shooter of all time. And what did we get? A broken mess that makes you appreciate Counter-Strike: Global Offensive—a game we all spent years complaining about.

First, let's talk about the servers. You ever wanted to experience what it’s like to time travel? Well, now you can! Thanks to CS2’s incredible sub-tick system, every gunfight feels like you're guessing where the past version of your opponent might be, while the future version of yourself is already dead. Laggy peeks, input delay, and rubberbanding galore—it’s like Valve found the worst possible way to implement online gameplay and ran with it.

Then, we have the cheaters. Oh boy. If you ever dreamed of playing against professional aimlock enthusiasts in every second game, CS2 has you covered. The VAC system? Think of it as a museum piece—nice to look at but completely useless. Mass reporting doesn’t work, the cheaters never get banned, and somehow, they always win. It's almost impressive.

But don’t worry, CS2 did bring improvements! They gave us volumetric smokes—because that’s what everyone wanted, right? Not better matchmaking, not reliable hit registration, but dynamic, 3D smokes that look cool while you get shot through them by someone using wallhacks.

Meanwhile, Valorant exists, a game that actually runs well, has anti-cheat that does something, and doesn’t make you question if your bullets are real or just imaginary suggestions to the game engine.

Overall, Counter-Strike 2 is like getting a birthday gift from Valve where they take away your old toy and give you a newer, shinier, but completely broken version of it. 0/10 experience when playing, 10/10 experience when uninstalling.",Not Recommended,1548,"2,413.1 hrs on record",Posted: February 20
docterindiana,https://steamcommunity.com/id/docterindiana/,EVERY GAME I GOT CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER CHEATER,Not Recommended,3527,826.3 hrs on record,Posted: February 26
Lokistic,https://steamcommunity.com/id/Lokistic/,"The worst most popular video game
This game shouldn't be alive no more, we are letting this company get away with zero effort content while the servers are on fire and the ""anti-cheat"" is non-existent.
These issues have been there for years, and it just keeps getting worse..

Game kept alive with tournaments and the fact that everyone will lose their ""hard earned"" money if the game economy dies. Cheaters have always been there, they just moved from community servers to playing premier when it came out. Probably 9/10 matches have at least one of them, with the exploits possible nowadays, you wont be able to even tell (perfect silent, etc.).

Content wise all we have gotten past 5 years is small map changes and more ways to dry out people's wallets (Armory).

This is just the beginning of it, i would be here writing for the next 2 years if i tried to list everything wrong with this game, if you value your mental health at all, stay away from this game and its toxic n idiotic community.",Not Recommended,825,264.0 hrs on record,Posted: March 8
focusbtw,https://steamcommunity.com/id/focusbtw/,,Not Recommended,0,"13,186.8 hrs on record","Posted: July 2, 2024"
Tryhardings,https://steamcommunity.com/id/Tryhardings/,"Game was extremely good during CSGO. The ability to run servers at 128 tick felt free and PLAYED BETTER THAN MATCHMAKING. Valve, in their infinite wisdom decided to create subtick but cap it to 64 so that the game produces a significantly worse rubber banding experience than 100ms servers even with low ping. I have more than 1000 hours in this game (produced mainly while playing CSGO) and have around 200ish at most hours of playing cs2. This change is absolutely trash, HE grenades blind you if someone peaks after it explodes since they can see through the dust cloud but you can't, the graphics are CRANKED up to 10 so you can't focus on things that are TRULY important because for some reason they're trying to make this a AAA game, gun fights/spraying feel TERRIBLE due to subtick being trash, peaker's delight (if you're terrible and just like to run and gun you will most likely be rewarded), and the anti-cheat doesn't do its job half of the time making wall hackers RAMPANT. Additionally, I cannot get over the fact that a PLETHORA of lvl 0 or 1 accounts with 60 hours are PUMPING ME LIKE I AM ON ORANGE YOUTUBE and competitive is now a JOKE. I can't do it anymore, as a community we need to start saying no to companies that keep making changes that AREN'T WELCOMED OR WANTED this entire thing is now a joke and I'd rather spend my time elsewhere. You win valve, I don't want to play my favorite game anymore.",Not Recommended,1164,"1,448.6 hrs on record","Posted: June 21, 2024"
7.65612E+16,https://steamcommunity.com/profiles/76561199103286994/,"Screw you Valve for taking down Classic Offensive only to protect your online casino, and to think your company had it's roots from modding >:(",Not Recommended,119,300.2 hrs on record,Posted: May 7
coolgaming699,https://steamcommunity.com/id/coolgaming699/,even tinder has less cheaters,Not Recommended,25,219.7 hrs on record,"Posted: June 16, 2024"
7.65612E+16,https://steamcommunity.com/profiles/76561198129806603/,I miss csgo,Not Recommended,9,677.7 hrs on record,"Posted: May 27, 2024"
7.65612E+16,https://steamcommunity.com/profiles/76561198048224707/,"♥♥♥♥ game, billion dollar corporation cannot create an anti-cheat.",Not Recommended,58,"1,895.6 hrs on record","Posted: May 13, 2024"
Grid_,https://steamcommunity.com/id/Grid_/,"Go outside. Exercise. Read a good book. Connect with God. Go do something else, anything else... to prevent yourself from never taking accountability, growing angry, and wallowing in self-pity.",Not Recommended,165,"6,985.0 hrs on record",Posted: April 7
brr1nfo,https://steamcommunity.com/id/brr1nfo/,"Тhe game had potential, but it's completely ruined by the overwhelming number of hackers. It's frustrating and unfair, making it almost unplayable. Developers need to take action before it's too late.",Not Recommended,170,"4,121.9 hrs on record",Posted: April 10
zbed30,https://steamcommunity.com/id/zbed30/,"New armory system is easily the most anti-consumer monetization scheme I've ever seen in a game, although obviously without going so far as to be P2W as some other games, it doesn't buy me much sympathy. Half the game isn't finished, there's entire gamemodes missing from CSGO, and yet Valve is pushing the ♥♥♥♥♥♥♥♥♥ battle pass ♥♥♥♥♥♥♥♥ my eyes have ever had the displeasure of observing.

Stop giving this company free passes for the love of god please",Not Recommended,378,"1,005.8 hrs on record","Posted: October 3, 2024"
7.65612E+16,https://steamcommunity.com/profiles/76561199581467021/,"It's unplayable. The amount of cheaters is crazy. Valve is doing nothing about it and will probably never do anything about it. Only thing they do is put something in the game files about anticheat and dataminers go crazy about it while that is just there to make us think that they are doing something.

The reality is that real anticheat will never come, vacnet will never stop learning and vac will stay useless as it always was. The issue with anti cheat goes back to 2014 and since then vacnet is learning and valve is ""making"" an anticheat.

It's sad that a game with legendary status has such uninterested developers. Half of the game is made up of community made maps, skins and tournaments that are hosted by third parties. Only thing that valve needs to do is make a stable and functional game with an anticheat and they refuse to do that. It's not that they can't make an anticheat they are not an indie studio they are multi billion dollar company that doesn't want to make an anticheat.

We can all stop hopping for an anticheat because it will never be finished. All we are going to get is some lines of text in game files saying something like ""suspicious_hit_odds_threshold, suspicious_hit_payer_radius, suspicious_hit_strategy"". These were found in game files by dataminers in December of 2023 half a year has passed and there is still no sign of an anticheat. And they will just keep putting that useless garbage in game files to quiet down the community when they start asking for a real solution.

The only thing they care about is what brings them profit and anticheat isn't one of those things.",Not Recommended,1337,"1,163.2 hrs on record","Posted: July 17, 2024"
7.65612E+16,https://steamcommunity.com/profiles/76561198041300257/,bring csgo back,Not Recommended,13,"2,283.1 hrs on record","Posted: September 21, 2024"
Gentlemann_,https://steamcommunity.com/id/Gentlemann_/,VAC - Valve Allows Cheaters,Not Recommended,23,54.8 hrs on record,"Posted: June 16, 2024"
Rabbit911,https://steamcommunity.com/id/Rabbit911/,nothing but cheater now...,Not Recommended,23,650.2 hrs on record,"Posted: August 8, 2024"
7.65612E+16,https://steamcommunity.com/profiles/76561199641888834/,"If you want quick cancer, this is the way to go.",Not Recommended,38,606.1 hrs on record,"Posted: May 29, 2024"
Luki01,https://steamcommunity.com/id/Luki01/,"Current game state is a joke. Valve adds skins and new ways to spend money but there is no working Anti-cheat, game has terrible bugs and problems in almost every aspect",Not Recommended,139,"2,166.3 hrs on record","Posted: October 26, 2024"
